age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Target
27,Private,10th,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
23,Private,HS-grad,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,United-States,0
33,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Portugal,0
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,0
28,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,0
41,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,40,United-States,0
52,?,12th,8,Never-married,?,Other-relative,Black,Male,594,0,40,United-States,0
25,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,20,United-States,0
63,?,1st-4th,2,Married-civ-spouse,?,Husband,White,Male,0,0,35,United-States,0
59,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0
45,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,United-States,1
40,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,0
46,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0
35,Private,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,0
34,Private,HS-grad,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,25,United-States,0
33,Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,0,0,20,United-States,0
41,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,36,United-States,0
20,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,0
23,Private,5th-6th,3,Never-married,Other-service,Own-child,White,Male,0,0,40,El-Salvador,0
26,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,0
72,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,20,United-States,0
23,Local-gov,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Poland,0
62,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
52,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0
58,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,42,France,0
25,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,0
24,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,0
19,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,8,United-States,0
43,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0
47,Local-gov,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
39,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,0
49,Private,Assoc-voc,11,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,1380,42,United-States,0
53,?,5th-6th,3,Widowed,?,Unmarried,Black,Female,0,0,30,United-States,0
32,Private,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
34,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
28,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
57,?,Assoc-voc,11,Widowed,?,Unmarried,White,Female,0,0,38,United-States,0
25,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,United-States,0
20,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,24,United-States,0
21,?,Some-college,10,Never-married,?,Unmarried,White,Female,0,0,35,United-States,0
34,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
38,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,United-States,1
50,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,1
24,Local-gov,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,50,United-States,0
37,Local-gov,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,1
44,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,58,United-States,1
28,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
74,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,9,United-States,0
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0
44,Self-emp-not-inc,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
44,Private,11th,7,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,46,Puerto-Rico,0
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,0
36,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,0
41,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,1
67,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,48,United-States,1
39,Local-gov,12th,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,0
57,Private,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,30,United-States,0
29,Private,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
31,Self-emp-inc,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,45,United-States,0
34,?,HS-grad,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,0
44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0
29,Private,Doctorate,16,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0
30,Private,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,0
27,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0
27,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,0
32,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,45,United-States,0
58,Private,10th,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,8,United-States,0
35,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,0
21,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,36,United-States,0
28,Private,Some-college,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0
46,Self-emp-not-inc,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
36,Self-emp-not-inc,HS-grad,9,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,0
72,Private,11th,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,0
33,Federal-gov,Assoc-voc,11,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,1
69,Private,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0
35,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
31,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,20,?,0
34,Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32,United-States,0
30,Private,11th,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,0
28,Private,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,United-States,0
54,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,1
47,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1
24,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,0
52,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
20,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,48,United-States,0
43,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,45,United-States,0
45,Private,7th-8th,4,Separated,Other-service,Unmarried,White,Female,0,0,40,Mexico,0
29,Self-emp-not-inc,HS-grad,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0
47,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,42,United-States,0
24,Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0
51,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
17,Private,11th,7,Never-married,Sales,Own-child,White,Male,0,0,12,United-States,0
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,United-States,1
27,Private,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,0
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,United-States,1
18,?,12th,8,Never-married,?,Own-child,White,Male,0,0,25,United-States,0
36,Self-emp-not-inc,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Female,0,0,35,United-States,0
58,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0
26,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
65,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,1
57,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
31,Self-emp-not-inc,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,0
29,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,United-States,0
18,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,0
52,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,47,United-States,1
57,Self-emp-inc,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,80,United-States,0
42,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,0
55,?,HS-grad,9,Married-civ-spouse,?,Wife,Asian-Pac-Islander,Female,0,0,40,United-States,0
60,Private,7th-8th,4,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,United-States,1
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,Canada,1
23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,0
27,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,0
23,?,Some-college,10,Never-married,?,Unmarried,Amer-Indian-Eskimo,Female,0,0,25,United-States,0
42,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States,1
25,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,2174,0,40,United-States,0
49,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0
32,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,28,United-States,0
60,Private,7th-8th,4,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0
42,Local-gov,9th,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,0
35,Self-emp-not-inc,Assoc-acdm,12,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0
48,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,0
51,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,0
36,Local-gov,HS-grad,9,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States,0
17,Private,10th,6,Never-married,Other-service,Own-child,White,Female,0,0,21,United-States,0
52,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,60,United-States,0
24,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,0
24,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,0
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,1055,0,40,United-States,0
27,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0
39,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,60,United-States,0
30,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,45,United-States,0
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,32,United-States,0
52,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,0
46,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,1
23,Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
45,Private,11th,7,Widowed,Other-service,Not-in-family,Black,Female,0,0,20,United-States,0
65,Private,9th,5,Widowed,Priv-house-serv,Unmarried,Black,Female,0,0,24,United-States,0
29,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0
47,Private,9th,5,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,El-Salvador,0
30,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,60,United-States,0
34,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1
38,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,64,United-States,0
33,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
49,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,26,United-States,1
47,Self-emp-not-inc,Some-college,10,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
49,Local-gov,10th,6,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,60,United-States,1
30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,1
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,14,United-States,0
21,Private,Bachelors,13,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,1
47,Self-emp-inc,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,Cuba,0
52,Self-emp-not-inc,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1
26,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,55,United-States,0
60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
21,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0
36,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States,1
31,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
50,Self-emp-inc,Doctorate,16,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1
31,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0
71,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States,0
58,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States,0
30,State-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,0
24,Private,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,4101,0,50,United-States,0
35,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,1
38,State-gov,Some-college,10,Separated,Exec-managerial,Not-in-family,White,Female,0,0,45,United-States,0
27,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,32,United-States,0
29,State-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,0
70,?,9th,5,Widowed,?,Unmarried,White,Female,1111,0,15,United-States,0
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,0
44,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
43,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1
44,Self-emp-not-inc,12th,8,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,1
35,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,0
27,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0
43,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,0
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,25,United-States,0
42,Private,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,8614,0,40,United-States,1
27,State-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3411,0,40,United-States,0
42,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1
20,?,11th,7,Married-spouse-absent,?,Own-child,Asian-Pac-Islander,Female,0,1762,40,South,0
24,Private,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,1721,40,United-States,0
48,Federal-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0
17,?,11th,7,Never-married,?,Own-child,White,Female,0,0,20,United-States,0
17,Self-emp-not-inc,11th,7,Never-married,Farming-fishing,Own-child,White,Male,0,0,10,United-States,0
33,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1
50,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1
22,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,2597,0,40,United-States,0
17,Private,12th,8,Never-married,Other-service,Own-child,White,Male,0,0,16,United-States,0
32,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Mexico,0
31,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,0
58,Self-emp-not-inc,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0
29,Local-gov,HS-grad,9,Never-married,Protective-serv,Own-child,White,Male,0,0,48,United-States,0
37,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Portugal,1
34,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1
23,Local-gov,Some-college,10,Separated,Exec-managerial,Unmarried,Black,Male,0,0,40,United-States,0
18,State-gov,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,5,United-States,0
34,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0
66,?,7th-8th,4,Never-married,?,Not-in-family,White,Male,0,0,4,United-States,0
45,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,0
41,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,35,Dominican-Republic,0
26,Private,HS-grad,9,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,0
54,Local-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0
24,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,45,United-States,0
42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0
23,State-gov,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,United-States,0
25,?,Assoc-acdm,12,Never-married,?,Other-relative,White,Male,0,0,45,United-States,0
35,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,United-States,1
31,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,40,United-States,1
30,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,Poland,0
19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,0
36,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,0
31,Private,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,1380,40,Cuba,0
21,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,0
31,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
46,Private,Doctorate,16,Divorced,Prof-specialty,Unmarried,White,Female,25236,0,65,United-States,1
44,Private,Bachelors,13,Divorced,Exec-managerial,Own-child,White,Female,0,0,50,United-States,1
40,Private,12th,8,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Jamaica,0
45,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,0
60,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,0
18,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,25,United-States,0
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0
36,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0
36,Private,Bachelors,13,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,?,0
40,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,4386,0,40,United-States,0
36,Local-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,35,Honduras,0
31,Private,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States,0
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0
19,State-gov,HS-grad,9,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,0
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0
34,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,1
33,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0
41,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2051,60,United-States,0
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,0
50,Local-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States,1
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,45,United-States,1
43,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,?,1
44,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,0
20,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,0
31,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,0
65,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,59,?,1
23,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,24,United-States,0
55,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,0
26,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2377,45,United-States,0
25,Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0
45,?,Some-college,10,Married-civ-spouse,?,Wife,Black,Female,0,0,40,United-States,0
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,2407,0,40,United-States,0
36,Private,Some-college,10,Never-married,Sales,Not-in-family,Black,Female,0,0,36,United-States,0
43,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0
56,Private,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,594,0,20,United-States,0
42,Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,1
19,Private,Some-college,10,Never-married,Other-service,Other-relative,White,Female,0,0,25,United-States,0
55,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,0
42,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,50,United-States,1
26,Private,Assoc-voc,11,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,0
17,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0
42,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1
55,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7688,0,40,United-States,1
32,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,0
29,Private,11th,7,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,Haiti,0
46,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,37,United-States,0
29,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,1
22,Private,Bachelors,13,Never-married,Prof-specialty,Unmarried,White,Male,0,0,20,United-States,0
58,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0
23,Private,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Male,0,0,50,United-States,0
